Observation station,Year,Month,Day,Snow depth [cm],Date,Average temperature [Â°C],cloud_code,Global radiation mean [W/m2]
Sotkamo Kuolaniemi,2020,1,17,22.0,2020-01-17,0.8,8.0,"3,1"
Sotkamo Kuolaniemi,2020,1,18,23.0,2020-01-18,0.8,8.0,"1,6"
Sotkamo Kuolaniemi,2020,1,19,22.0,2020-01-19,-0.1,8.0,4
Sotkamo Kuolaniemi,2020,1,20,21.0,2020-01-20,-0.8,8.0,"3,1"
Sotkamo Kuolaniemi,2020,1,21,17.0,2020-01-21,2.3,8.0,"9,8"
Sotkamo Kuolaniemi,2020,1,22,16.0,2020-01-22,-4.2,7.0,"10,9"
Sotkamo Kuolaniemi,2020,1,23,16.0,2020-01-23,-6.2,2.0,13
Sotkamo Kuolaniemi,2020,1,24,23.0,2020-01-24,-1.5,8.0,"14,2"
Sotkamo Kuolaniemi,2020,1,25,28.0,2020-01-25,-5.9,8.0,"8,6"
Sotkamo Kuolaniemi,2020,1,26,26.0,2020-01-26,-12.0,0.0,"12,7"
Sotkamo Kuolaniemi,2020,1,27,25.0,2020-01-27,-19.0,9.0,9
Sotkamo Kuolaniemi,2020,1,28,28.0,2020-01-28,-9.5,8.0,"6,8"
Sotkamo Kuolaniemi,2020,1,29,30.0,2020-01-29,-8.5,8.0,7
Sotkamo Kuolaniemi,2020,1,30,30.0,2020-01-30,-7.1,8.0,"6,7"
Sotkamo Kuolaniemi,2020,1,31,30.0,2020-01-31,-9.5,8.0,"11,9"
Sotkamo Kuolaniemi,2020,2,1,31.0,2020-02-01,-8.9,8.0,"7,9"
Sotkamo Kuolaniemi,2020,2,2,34.0,2020-02-02,-4.5,7.0,"9,5"
Sotkamo Kuolaniemi,2020,2,3,36.0,2020-02-03,-7.3,8.0,"12,9"
Sotkamo Kuolaniemi,2020,2,4,34.0,2020-02-04,-13.2,7.0,"26,6"
Sotkamo Kuolaniemi,2020,2,5,34.0,2020-02-05,-9.3,7.0,"20,2"
Sotkamo Kuolaniemi,2020,2,6,34.0,2020-02-06,-9.7,7.0,25
Sotkamo Kuolaniemi,2020,2,7,33.0,2020-02-07,-9.7,0.0,"17,6"
Sotkamo Kuolaniemi,2020,2,8,34.0,2020-02-08,-3.7,8.0,"19,5"
Sotkamo Kuolaniemi,2020,2,9,34.0,2020-02-09,0.2,8.0,"10,7"
Sotkamo Kuolaniemi,2020,2,10,32.0,2020-02-10,1.6,8.0,"4,5"
Sotkamo Kuolaniemi,2020,2,11,27.0,2020-02-11,1.1,8.0,"14,9"
Sotkamo Kuolaniemi,2020,2,12,28.0,2020-02-12,0.7,7.0,"15,5"
Sotkamo Kuolaniemi,2020,2,13,28.0,2020-02-13,0.4,8.0,20
Sotkamo Kuolaniemi,2020,2,14,30.0,2020-02-14,-2.5,8.0,"15,2"
Sotkamo Kuolaniemi,2020,2,15,30.0,2020-02-15,-3.3,7.0,"15,7"
Sotkamo Kuolaniemi,2020,2,16,32.0,2020-02-16,0.6,8.0,"11,2"
Sotkamo Kuolaniemi,2020,2,17,26.0,2020-02-17,2.7,8.0,"20,7"
Sotkamo Kuolaniemi,2020,2,18,24.0,2020-02-18,1.9,7.0,"16,7"
Sotkamo Kuolaniemi,2020,2,19,22.0,2020-02-19,-0.9,7.0,"24,7"
Sotkamo Kuolaniemi,2020,2,20,22.0,2020-02-20,-8.8,0.0,"57,5"
Sotkamo Kuolaniemi,2020,2,21,22.0,2020-02-21,-1.1,5.0,18
Sotkamo Kuolaniemi,2020,2,22,24.0,2020-02-22,1.3,5.0,"14,4"
Sotkamo Kuolaniemi,2020,2,23,24.0,2020-02-23,-0.3,8.0,"30,2"
Sotkamo Kuolaniemi,2020,2,24,26.0,2020-02-24,-2.0,4.0,"25,8"
Sotkamo Kuolaniemi,2020,2,25,29.0,2020-02-25,-6.1,8.0,"67,4"
Sotkamo Kuolaniemi,2020,2,26,27.0,2020-02-26,-11.5,5.0,"72,8"
Sotkamo Kuolaniemi,2020,2,27,28.0,2020-02-27,-14.6,0.0,"74,4"
Sotkamo Kuolaniemi,2020,2,28,28.0,2020-02-28,-13.3,0.0,"77,5"
Sotkamo Kuolaniemi,2020,2,29,28.0,2020-02-29,-11.6,0.0,69
Sotkamo Kuolaniemi,2020,3,1,27.0,2020-03-01,-8.8,0.0,41
Sotkamo Kuolaniemi,2020,3,2,32.0,2020-03-02,-8.2,8.0,"55,4"
Sotkamo Kuolaniemi,2020,3,3,31.0,2020-03-03,-8.3,7.0,"75,9"
Sotkamo Kuolaniemi,2020,3,4,31.0,2020-03-04,-8.5,1.0,"81,5"
Sotkamo Kuolaniemi,2020,3,5,34.0,2020-03-05,-1.6,8.0,30
Sotkamo Kuolaniemi,2020,3,6,35.0,2020-03-06,-2.7,7.0,32
Sotkamo Kuolaniemi,2020,3,7,35.0,2020-03-07,-2.6,0.0,"95,1"
Sotkamo Kuolaniemi,2020,3,8,34.0,2020-03-08,-4.5,0.0,"79,8"
Sotkamo Kuolaniemi,2020,3,9,34.0,2020-03-09,2.8,7.0,"29,1"
Sotkamo Kuolaniemi,2020,3,10,26.0,2020-03-10,2.1,8.0,"20,7"
Sotkamo Kuolaniemi,2020,3,11,27.0,2020-03-11,0.6,8.0,"35,7"
Sotkamo Kuolaniemi,2020,3,12,25.0,2020-03-12,0.3,7.0,35
Sotkamo Kuolaniemi,2020,3,13,25.0,2020-03-13,-3.4,7.0,"38,5"
Sotkamo Kuolaniemi,2020,3,14,25.0,2020-03-14,-8.8,0.0,"113,5"
Sotkamo Kuolaniemi,2020,3,15,25.0,2020-03-15,-4.7,0.0,"41,1"
Sotkamo Kuolaniemi,2020,3,16,26.0,2020-03-16,-0.5,8.0,"77,4"
Sotkamo Kuolaniemi,2020,3,17,25.0,2020-03-17,-2.1,0.0,"54,8"
Sotkamo Kuolaniemi,2020,3,18,31.0,2020-03-18,1.5,8.0,"109,2"
Sotkamo Kuolaniemi,2020,3,19,26.0,2020-03-19,-0.6,0.0,"114,3"
Sotkamo Kuolaniemi,2020,3,20,26.0,2020-03-20,-6.1,0.0,"142,2"
Sotkamo Kuolaniemi,2020,3,21,26.0,2020-03-21,-6.7,5.0,"145,9"
Sotkamo Kuolaniemi,2020,3,22,26.0,2020-03-22,-5.1,0.0,129
Sotkamo Kuolaniemi,2020,3,23,26.0,2020-03-23,-0.2,3.0,"139,2"
Sotkamo Kuolaniemi,2020,3,24,26.0,2020-03-24,2.3,8.0,"114,2"
Sotkamo Kuolaniemi,2020,3,25,26.0,2020-03-25,4.2,2.0,"105,3"
Sotkamo Kuolaniemi,2020,3,26,22.0,2020-03-26,3.2,7.0,"128,5"
Sotkamo Kuolaniemi,2020,3,27,21.0,2020-03-27,3.6,0.0,"153,4"
Sotkamo Kuolaniemi,2020,3,28,18.0,2020-03-28,0.9,8.0,125
Sotkamo Kuolaniemi,2020,3,29,18.0,2020-03-29,-4.2,5.0,"177,2"
Sotkamo Kuolaniemi,2020,3,30,17.0,2020-03-30,-5.5,5.0,"173,7"
Sotkamo Kuolaniemi,2020,3,31,18.0,2020-03-31,-4.8,0.0,"57,7"
Sotkamo Kuolaniemi,2020,4,1,19.0,2020-04-01,-2.9,7.0,"94,6"
Sotkamo Kuolaniemi,2020,4,2,19.0,2020-04-02,-4.9,0.0,"143,9"
Sotkamo Kuolaniemi,2020,4,3,27.0,2020-04-03,-1.3,8.0,"75,8"
Sotkamo Kuolaniemi,2020,4,4,29.0,2020-04-04,-2.7,7.0,"162,4"
Sotkamo Kuolaniemi,2020,4,5,28.0,2020-04-05,-3.6,0.0,198
Sotkamo Kuolaniemi,2020,4,6,27.0,2020-04-06,-3.6,1.0,"144,5"
Sotkamo Kuolaniemi,2020,4,7,26.0,2020-04-07,4.0,8.0,"147,6"
Sotkamo Kuolaniemi,2020,4,8,19.0,2020-04-08,4.8,7.0,"146,4"
Sotkamo Kuolaniemi,2020,4,9,15.0,2020-04-09,2.2,7.0,"134,1"
Sotkamo Kuolaniemi,2020,4,10,14.0,2020-04-10,-2.1,1.0,"169,6"
Sotkamo Kuolaniemi,2020,4,11,14.0,2020-04-11,-2.0,0.0,"222,7"
Sotkamo Kuolaniemi,2020,4,12,14.0,2020-04-12,-1.9,0.0,95
Sotkamo Kuolaniemi,2020,4,13,17.0,2020-04-13,0.0,8.0,"117,9"
Sotkamo Kuolaniemi,2020,4,14,17.0,2020-04-14,-0.5,6.0,"149,4"
Sotkamo Kuolaniemi,2020,4,15,17.0,2020-04-15,-0.4,0.0,163
Sotkamo Kuolaniemi,2020,4,16,16.0,2020-04-16,0.8,7.0,"203,3"
Sotkamo Kuolaniemi,2020,4,17,15.0,2020-04-17,0.8,8.0,"102,9"
Sotkamo Kuolaniemi,2020,4,18,15.0,2020-04-18,1.1,6.0,"108,6"
Sotkamo Kuolaniemi,2020,4,19,15.0,2020-04-19,2.4,0.0,"133,1"
Sotkamo Kuolaniemi,2020,4,20,13.0,2020-04-20,4.5,7.0,"93,7"
Sotkamo Kuolaniemi,2020,4,21,10.0,2020-04-21,4.1,4.0,"130,2"
Sotkamo Kuolaniemi,2020,4,22,7.0,2020-04-22,2.4,0.0,"188,9"
Sotkamo Kuolaniemi,2020,4,23,5.0,2020-04-23,1.7,0.0,"243,9"
Sotkamo Kuolaniemi,2020,4,24,2.0,2020-04-24,-0.3,7.0,"193,8"
Sotkamo Kuolaniemi,2020,4,25,-1.0,2020-04-25,-0.2,0.0,"183,2"
Sotkamo Kuolaniemi,2020,4,26,-1.0,2020-04-26,0.4,1.0,"149,2"
Sotkamo Kuolaniemi,2020,4,27,-1.0,2020-04-27,1.2,0.0,"222,5"
Sotkamo Kuolaniemi,2020,4,28,-1.0,2020-04-28,0.7,6.0,"228,7"
Sotkamo Kuolaniemi,2020,4,29,-1.0,2020-04-29,-0.2,6.0,166
Sotkamo Kuolaniemi,2020,4,30,-1.0,2020-04-30,-0.8,7.0,190
Sotkamo Kuolaniemi,2020,5,1,-1.0,2020-05-01,1.0,1.0,"265,4"
Sotkamo Kuolaniemi,2020,5,2,-1.0,2020-05-02,5.0,7.0,"166,4"
Sotkamo Kuolaniemi,2020,5,3,-1.0,2020-05-03,4.7,7.0,"62,1"
Sotkamo Kuolaniemi,2020,5,4,-1.0,2020-05-04,4.5,7.0,"140,5"
Sotkamo Kuolaniemi,2020,5,5,-1.0,2020-05-05,6.4,0.0,"294,4"
Sotkamo Kuolaniemi,2020,5,6,-1.0,2020-05-06,4.6,0.0,"172,8"
Sotkamo Kuolaniemi,2020,5,7,-1.0,2020-05-07,4.6,4.0,"257,1"
Sotkamo Kuolaniemi,2020,5,8,-1.0,2020-05-08,4.6,0.0,"216,7"
Sotkamo Kuolaniemi,2020,5,9,-1.0,2020-05-09,2.8,7.0,
Sotkamo Kuolaniemi,2020,5,10,-1.0,2020-05-10,6.4,0.0,
Sotkamo Kuolaniemi,2020,5,11,-1.0,2020-05-11,1.4,7.0,
Sotkamo Kuolaniemi,2020,5,12,4.0,2020-05-12,2.0,7.0,"245,7"
Sotkamo Kuolaniemi,2020,5,13,-1.0,2020-05-13,3.8,2.0,"307,1"
Sotkamo Kuolaniemi,2020,5,14,-1.0,2020-05-14,3.2,0.0,"263,9"
Sotkamo Kuolaniemi,2020,5,15,-1.0,2020-05-15,2.3,0.0,"229,9"
Sotkamo Kuolaniemi,2020,5,16,-1.0,2020-05-16,3.5,5.0,"199,7"
Sotkamo Kuolaniemi,2020,5,17,-1.0,2020-05-17,5.6,7.0,"175,4"
Sotkamo Kuolaniemi,2020,5,18,-1.0,2020-05-18,6.2,0.0,"252,5"
Sotkamo Kuolaniemi,2020,5,19,-1.0,2020-05-19,4.5,7.0,"181,5"
Sotkamo Kuolaniemi,2020,5,20,-1.0,2020-05-20,6.4,7.0,"298,3"
Sotkamo Kuolaniemi,2020,5,21,-1.0,2020-05-21,7.7,7.0,"290,5"
Sotkamo Kuolaniemi,2020,5,22,-1.0,2020-05-22,7.9,0.0,"336,1"
Sotkamo Kuolaniemi,2020,5,23,-1.0,2020-05-23,11.3,0.0,315
Sotkamo Kuolaniemi,2020,5,24,-1.0,2020-05-24,12.4,0.0,"316,1"
Sotkamo Kuolaniemi,2020,5,25,-1.0,2020-05-25,12.9,0.0,"316,1"
Sotkamo Kuolaniemi,2020,5,26,-1.0,2020-05-26,15.0,0.0,"332,7"
Sotkamo Kuolaniemi,2020,5,27,-1.0,2020-05-27,13.4,8.0,"219,5"
Sotkamo Kuolaniemi,2020,5,28,-1.0,2020-05-28,10.6,7.0,"317,9"
Sotkamo Kuolaniemi,2020,5,29,-1.0,2020-05-29,10.6,0.0,198
Sotkamo Kuolaniemi,2020,5,30,-1.0,2020-05-30,12.2,7.0,"298,7"
Sotkamo Kuolaniemi,2020,5,31,-1.0,2020-05-31,12.0,0.0,270
Sotkamo Kuolaniemi,2020,6,1,-1.0,2020-06-01,11.9,7.0,"155,5"
Sotkamo Kuolaniemi,2020,6,2,-1.0,2020-06-02,14.3,0.0,326
Sotkamo Kuolaniemi,2020,6,3,-1.0,2020-06-03,16.3,0.0,"277,1"
Sotkamo Kuolaniemi,2020,6,4,-1.0,2020-06-04,16.2,5.0,"317,9"
Sotkamo Kuolaniemi,2020,6,5,-1.0,2020-06-05,13.0,8.0,"73,6"
Sotkamo Kuolaniemi,2020,6,6,-1.0,2020-06-06,15.0,7.0,"174,5"
Sotkamo Kuolaniemi,2020,6,7,-1.0,2020-06-07,13.6,7.0,"158,3"
Sotkamo Kuolaniemi,2020,6,8,-1.0,2020-06-08,16.0,1.0,"261,8"
Sotkamo Kuolaniemi,2020,6,9,-1.0,2020-06-09,16.5,8.0,"278,6"
Sotkamo Kuolaniemi,2020,6,10,-1.0,2020-06-10,16.0,0.0,"351,3"
Sotkamo Kuolaniemi,2020,6,11,-1.0,2020-06-11,15.2,4.0,"242,1"
Sotkamo Kuolaniemi,2020,6,12,-1.0,2020-06-12,16.9,6.0,"317,4"
Sotkamo Kuolaniemi,2020,6,13,-1.0,2020-06-13,18.9,0.0,"350,5"
Sotkamo Kuolaniemi,2020,6,14,-1.0,2020-06-14,21.1,0.0,"341,4"
Sotkamo Kuolaniemi,2020,6,15,-1.0,2020-06-15,21.7,0.0,"328,1"
Sotkamo Kuolaniemi,2020,6,16,-1.0,2020-06-16,18.4,8.0,354
Sotkamo Kuolaniemi,2020,6,17,-1.0,2020-06-17,17.4,0.0,"358,5"
Sotkamo Kuolaniemi,2020,6,18,-1.0,2020-06-18,17.1,0.0,"142,6"
Sotkamo Kuolaniemi,2020,6,19,-1.0,2020-06-19,17.7,6.0,"224,9"
Sotkamo Kuolaniemi,2020,6,20,-1.0,2020-06-20,15.7,5.0,326
Sotkamo Kuolaniemi,2020,6,21,-1.0,2020-06-21,16.6,0.0,"353,2"
Sotkamo Kuolaniemi,2020,6,22,-1.0,2020-06-22,19.9,0.0,"349,4"
Sotkamo Kuolaniemi,2020,6,23,-1.0,2020-06-23,19.4,0.0,"321,4"
Sotkamo Kuolaniemi,2020,6,24,-1.0,2020-06-24,21.4,0.0,294
Sotkamo Kuolaniemi,2020,6,25,-1.0,2020-06-25,21.6,0.0,"305,6"
Sotkamo Kuolaniemi,2020,6,26,-1.0,2020-06-26,20.6,4.0,281
Sotkamo Kuolaniemi,2020,6,27,-1.0,2020-06-27,17.4,5.0,"329,8"
Sotkamo Kuolaniemi,2020,6,28,-1.0,2020-06-28,14.2,0.0,"345,9"
Sotkamo Kuolaniemi,2020,6,29,-1.0,2020-06-29,16.8,0.0,"333,4"
Sotkamo Kuolaniemi,2020,6,30,-1.0,2020-06-30,13.8,7.0,"41,4"
Sotkamo Kuolaniemi,2020,7,1,-1.0,2020-07-01,13.7,8.0,"122,9"
Sotkamo Kuolaniemi,2020,7,2,-1.0,2020-07-02,14.2,7.0,"293,7"
Sotkamo Kuolaniemi,2020,7,3,-1.0,2020-07-03,12.6,0.0,"178,2"
Sotkamo Kuolaniemi,2020,7,4,-1.0,2020-07-04,13.6,0.0,"238,2"
Sotkamo Kuolaniemi,2020,7,5,-1.0,2020-07-05,12.8,8.0,"206,3"
Sotkamo Kuolaniemi,2020,7,6,-1.0,2020-07-06,13.1,3.0,"195,6"
Sotkamo Kuolaniemi,2020,7,7,-1.0,2020-07-07,14.6,7.0,"196,4"
Sotkamo Kuolaniemi,2020,7,8,-1.0,2020-07-08,15.1,1.0,"221,3"
Sotkamo Kuolaniemi,2020,7,9,-1.0,2020-07-09,13.0,2.0,"200,1"
Sotkamo Kuolaniemi,2020,7,10,-1.0,2020-07-10,11.5,0.0,"211,8"
Sotkamo Kuolaniemi,2020,7,11,-1.0,2020-07-11,14.2,1.0,240
Sotkamo Kuolaniemi,2020,7,12,-1.0,2020-07-12,15.3,1.0,"291,5"
Sotkamo Kuolaniemi,2020,7,13,-1.0,2020-07-13,14.1,3.0,"236,1"
Sotkamo Kuolaniemi,2020,7,14,-1.0,2020-07-14,11.8,7.0,"138,5"
Sotkamo Kuolaniemi,2020,7,15,-1.0,2020-07-15,15.4,0.0,"282,4"
Sotkamo Kuolaniemi,2020,7,16,-1.0,2020-07-16,16.3,0.0,"327,2"
Sotkamo Kuolaniemi,2020,7,17,-1.0,2020-07-17,17.6,0.0,"303,2"
Sotkamo Kuolaniemi,2020,7,18,-1.0,2020-07-18,20.9,0.0,285
Sotkamo Kuolaniemi,2020,7,19,-1.0,2020-07-19,19.5,0.0,"278,5"
Sotkamo Kuolaniemi,2020,7,20,-1.0,2020-07-20,19.9,0.0,"252,5"
Sotkamo Kuolaniemi,2020,7,21,-1.0,2020-07-21,19.0,3.0,"262,1"
Sotkamo Kuolaniemi,2020,7,22,-1.0,2020-07-22,15.6,7.0,47
Sotkamo Kuolaniemi,2020,7,23,-1.0,2020-07-23,12.8,8.0,"94,3"
Sotkamo Kuolaniemi,2020,7,24,-1.0,2020-07-24,13.2,3.0,"200,4"
Sotkamo Kuolaniemi,2020,7,25,-1.0,2020-07-25,13.9,7.0,"111,6"
Sotkamo Kuolaniemi,2020,7,26,-1.0,2020-07-26,14.8,7.0,"187,8"
Sotkamo Kuolaniemi,2020,7,27,-1.0,2020-07-27,16.0,0.0,"212,7"
Sotkamo Kuolaniemi,2020,7,28,-1.0,2020-07-28,18.0,7.0,"258,4"
Sotkamo Kuolaniemi,2020,7,29,-1.0,2020-07-29,16.1,0.0,"53,6"
Sotkamo Kuolaniemi,2020,7,30,-1.0,2020-07-30,14.4,8.0,50
Sotkamo Kuolaniemi,2020,7,31,-1.0,2020-07-31,12.9,0.0,"170,1"
Sotkamo Kuolaniemi,2020,8,1,-1.0,2020-08-01,14.1,7.0,"203,5"
Sotkamo Kuolaniemi,2020,8,2,-1.0,2020-08-02,14.2,7.0,"167,4"
Sotkamo Kuolaniemi,2020,8,3,-1.0,2020-08-03,14.8,7.0,"232,5"
Sotkamo Kuolaniemi,2020,8,4,-1.0,2020-08-04,17.1,7.0,"207,1"
Sotkamo Kuolaniemi,2020,8,5,-1.0,2020-08-05,15.7,7.0,"209,7"
Sotkamo Kuolaniemi,2020,8,6,-1.0,2020-08-06,14.2,4.0,"79,6"
Sotkamo Kuolaniemi,2020,8,7,-1.0,2020-08-07,18.3,8.0,"194,6"
Sotkamo Kuolaniemi,2020,8,8,-1.0,2020-08-08,20.1,5.0,"196,9"
Sotkamo Kuolaniemi,2020,8,9,-1.0,2020-08-09,19.1,7.0,"218,8"
Sotkamo Kuolaniemi,2020,8,10,-1.0,2020-08-10,12.7,0.0,"82,1"
Sotkamo Kuolaniemi,2020,8,11,-1.0,2020-08-11,12.3,8.0,"128,5"
Sotkamo Kuolaniemi,2020,8,12,-1.0,2020-08-12,12.0,4.0,"109,2"
Sotkamo Kuolaniemi,2020,8,13,-1.0,2020-08-13,14.5,8.0,"218,4"
Sotkamo Kuolaniemi,2020,8,14,-1.0,2020-08-14,14.0,2.0,"64,1"
Sotkamo Kuolaniemi,2020,8,15,-1.0,2020-08-15,17.3,7.0,"162,6"
Sotkamo Kuolaniemi,2020,8,16,-1.0,2020-08-16,13.4,0.0,"237,6"
Sotkamo Kuolaniemi,2020,8,17,-1.0,2020-08-17,11.3,0.0,"215,5"
Sotkamo Kuolaniemi,2020,8,18,-1.0,2020-08-18,11.8,0.0,"149,7"
Sotkamo Kuolaniemi,2020,8,19,-1.0,2020-08-19,15.6,0.0,"208,6"
Sotkamo Kuolaniemi,2020,8,20,-1.0,2020-08-20,18.3,5.0,"215,9"
Sotkamo Kuolaniemi,2020,8,21,-1.0,2020-08-21,18.0,0.0,"216,8"
Sotkamo Kuolaniemi,2020,8,22,-1.0,2020-08-22,16.7,0.0,"114,3"
Sotkamo Kuolaniemi,2020,8,23,-1.0,2020-08-23,16.3,8.0,"130,3"
Sotkamo Kuolaniemi,2020,8,24,-1.0,2020-08-24,13.9,6.0,"118,1"
Sotkamo Kuolaniemi,2020,8,25,-1.0,2020-08-25,11.0,0.0,228
Sotkamo Kuolaniemi,2020,8,26,-1.0,2020-08-26,9.8,4.0,140
Sotkamo Kuolaniemi,2020,8,27,-1.0,2020-08-27,10.8,7.0,192
Sotkamo Kuolaniemi,2020,8,28,-1.0,2020-08-28,9.6,5.0,"177,3"
Sotkamo Kuolaniemi,2020,8,29,-1.0,2020-08-29,10.0,6.0,"125,6"
Sotkamo Kuolaniemi,2020,8,30,-1.0,2020-08-30,10.7,0.0,158
Sotkamo Kuolaniemi,2020,8,31,-1.0,2020-08-31,11.1,8.0,"183,6"
Sotkamo Kuolaniemi,2020,9,1,-1.0,2020-09-01,10.0,0.0,"198,8"
Sotkamo Kuolaniemi,2020,9,2,-1.0,2020-09-02,10.7,0.0,"163,4"
Sotkamo Kuolaniemi,2020,9,3,-1.0,2020-09-03,12.3,1.0,"155,9"
Sotkamo Kuolaniemi,2020,9,4,-1.0,2020-09-04,14.9,5.0,"85,2"
Sotkamo Kuolaniemi,2020,9,5,-1.0,2020-09-05,14.0,7.0,"77,4"
Sotkamo Kuolaniemi,2020,9,6,-1.0,2020-09-06,11.8,8.0,"116,6"
Sotkamo Kuolaniemi,2020,9,7,-1.0,2020-09-07,10.9,1.0,"120,7"
Sotkamo Kuolaniemi,2020,9,8,-1.0,2020-09-08,10.3,0.0,"97,3"
Sotkamo Kuolaniemi,2020,9,9,-1.0,2020-09-09,10.5,8.0,"118,8"
Sotkamo Kuolaniemi,2020,9,10,-1.0,2020-09-10,9.2,7.0,"21,3"
Sotkamo Kuolaniemi,2020,9,11,-1.0,2020-09-11,8.7,6.0,"129,1"
Sotkamo Kuolaniemi,2020,9,12,-1.0,2020-09-12,8.7,0.0,"36,4"
Sotkamo Kuolaniemi,2020,9,13,-1.0,2020-09-13,9.9,7.0,"70,4"
Sotkamo Kuolaniemi,2020,9,14,-1.0,2020-09-14,9.6,8.0,"105,1"
Sotkamo Kuolaniemi,2020,9,15,-1.0,2020-09-15,8.2,0.0,"135,4"
Sotkamo Kuolaniemi,2020,9,16,-1.0,2020-09-16,7.3,7.0,"16,4"
Sotkamo Kuolaniemi,2020,9,17,-1.0,2020-09-17,6.6,8.0,"36,8"
Sotkamo Kuolaniemi,2020,9,18,-1.0,2020-09-18,6.4,0.0,"62,5"
Sotkamo Kuolaniemi,2020,9,19,-1.0,2020-09-19,8.5,0.0,"130,7"
Sotkamo Kuolaniemi,2020,9,20,-1.0,2020-09-20,5.9,0.0,45
Sotkamo Kuolaniemi,2020,9,21,-1.0,2020-09-21,8.1,5.0,"51,7"
Sotkamo Kuolaniemi,2020,9,22,-1.0,2020-09-22,8.4,3.0,"119,9"
Sotkamo Kuolaniemi,2020,9,23,-1.0,2020-09-23,8.6,5.0,"40,9"
Sotkamo Kuolaniemi,2020,9,24,-1.0,2020-09-24,13.3,8.0,"89,5"
Sotkamo Kuolaniemi,2020,9,25,-1.0,2020-09-25,12.9,6.0,"49,1"
Sotkamo Kuolaniemi,2020,9,26,-1.0,2020-09-26,12.7,8.0,"95,3"
Sotkamo Kuolaniemi,2020,9,27,-1.0,2020-09-27,10.1,7.0,"31,1"
Sotkamo Kuolaniemi,2020,9,28,-1.0,2020-09-28,10.6,8.0,"72,4"
Sotkamo Kuolaniemi,2020,9,29,-1.0,2020-09-29,7.8,0.0,97
Sotkamo Kuolaniemi,2020,9,30,-1.0,2020-09-30,7.8,4.0,
Sotkamo Kuolaniemi,2020,10,1,-1.0,2020-10-01,9.4,8.0,
Sotkamo Kuolaniemi,2020,10,2,-1.0,2020-10-02,8.9,7.0,
Sotkamo Kuolaniemi,2020,10,3,-1.0,2020-10-03,9.2,0.0,"77,9"
Sotkamo Kuolaniemi,2020,10,4,-1.0,2020-10-04,9.0,7.0,"63,6"
Sotkamo Kuolaniemi,2020,10,5,-1.0,2020-10-05,10.0,7.0,"7,3"
Sotkamo Kuolaniemi,2020,10,6,-1.0,2020-10-06,10.9,9.0,11
Sotkamo Kuolaniemi,2020,10,7,-1.0,2020-10-07,10.7,8.0,"47,7"
Sotkamo Kuolaniemi,2020,10,8,-1.0,2020-10-08,10.6,7.0,"16,8"
Sotkamo Kuolaniemi,2020,10,9,-1.0,2020-10-09,10.6,7.0,"29,5"
Sotkamo Kuolaniemi,2020,10,10,-1.0,2020-10-10,8.7,7.0,"22,1"
Sotkamo Kuolaniemi,2020,10,11,-1.0,2020-10-11,8.1,8.0,"20,7"
Sotkamo Kuolaniemi,2020,10,12,-1.0,2020-10-12,6.9,8.0,"13,4"
Sotkamo Kuolaniemi,2020,10,13,-1.0,2020-10-13,5.9,7.0,"27,1"
Sotkamo Kuolaniemi,2020,10,14,-1.0,2020-10-14,2.3,7.0,"30,4"
Sotkamo Kuolaniemi,2020,10,15,-1.0,2020-10-15,2.4,7.0,"34,1"
Sotkamo Kuolaniemi,2020,10,16,-1.0,2020-10-16,1.1,7.0,39
Sotkamo Kuolaniemi,2020,10,17,-1.0,2020-10-17,4.2,8.0,"12,8"
Sotkamo Kuolaniemi,2020,10,18,-1.0,2020-10-18,2.4,7.0,"9,1"
Sotkamo Kuolaniemi,2020,10,19,2.0,2020-10-19,0.5,8.0,"18,5"
Sotkamo Kuolaniemi,2020,10,20,2.0,2020-10-20,-1.2,5.0,"19,3"
Sotkamo Kuolaniemi,2020,10,21,2.0,2020-10-21,-2.3,8.0,"20,1"
Sotkamo Kuolaniemi,2020,10,22,10.0,2020-10-22,1.5,8.0,"7,7"
Sotkamo Kuolaniemi,2020,10,23,-1.0,2020-10-23,0.8,8.0,"16,1"
Sotkamo Kuolaniemi,2020,10,24,-1.0,2020-10-24,0.7,7.0,"20,1"
Sotkamo Kuolaniemi,2020,10,25,2.0,2020-10-25,0.4,7.0,"19,1"
Sotkamo Kuolaniemi,2020,10,26,-1.0,2020-10-26,5.4,7.0,"4,9"
Sotkamo Kuolaniemi,2020,10,27,-1.0,2020-10-27,8.4,8.0,4
Sotkamo Kuolaniemi,2020,10,28,-1.0,2020-10-28,7.2,7.0,"13,9"
Sotkamo Kuolaniemi,2020,10,29,-1.0,2020-10-29,7.3,7.0,"11,7"
Sotkamo Kuolaniemi,2020,10,30,-1.0,2020-10-30,3.0,3.0,"23,3"
Sotkamo Kuolaniemi,2020,10,31,-1.0,2020-10-31,-2.6,8.0,"16,8"
Sotkamo Kuolaniemi,2020,11,1,2.0,2020-11-01,3.1,7.0,"7,9"
Sotkamo Kuolaniemi,2020,11,2,-1.0,2020-11-02,2.9,8.0,"18,8"
Sotkamo Kuolaniemi,2020,11,3,-1.0,2020-11-03,7.6,8.0,11
Sotkamo Kuolaniemi,2020,11,4,-1.0,2020-11-04,4.8,7.0,"5,7"
Sotkamo Kuolaniemi,2020,11,5,-1.0,2020-11-05,4.4,7.0,"5,8"
Sotkamo Kuolaniemi,2020,11,6,-1.0,2020-11-06,5.4,7.0,"13,9"
